age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,Private,139286,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,18,0,40,United-States,<=50K
25,Private,128272,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,45,0,45,United-States,<=50K
40,Private,230366,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,4088,1,37,United-States,>50K
53,Private,127789,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,31,0,40,United-States,<=50K
62,Private,75091,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,40,United-States,<=50K
22,Private,44785,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,0,40,United-States,<=50K
48,Private,24227,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,35,0,34,Cuba,<=50K
43,Self-emp-not-inc,185447,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Greece,<=50K
44,Local-gov,226166,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,11,0,40,United-States,<=50K
51,Local-gov,254738,Masters,14,Married-civ-spouse,Protective-serv,Wife,White,Female,23,0,40,United-States,>50K
71,Local-gov,22476,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,12,0,40,United-States,<=50K
31,Private,239464,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,27,0,40,India,>50K
50,?,121473,Bachelors,13,Married-AF-spouse,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,State-gov,264427,Some-college,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,219025,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,1,89,United-States,>50K
33,Private,375682,5th-6th,7,Never-married,Exec-managerial,Not-in-family,Other,Male,6,0,40,Vietnam,<=50K
59,Private,146984,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,6,0,11,United-States,<=50K
50,Self-emp-not-inc,122890,7th-8th,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,<=50K
29,Local-gov,46098,9th,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,17,0,40,Vietnam,<=50K
64,Private,195051,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,17,0,40,United-States,<=50K
54,Private,183700,1st-4th,9,Separated,Other-service,Unmarried,White,Female,21,1,7,United-States,<=50K
26,Private,149209,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,45,0,49,United-States,<=50K
35,Private,101273,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,0,50,United-States,>50K
64,Private,127385,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,Canada,<=50K
18,Private,201639,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,22,0,35,?,<=50K
28,Private,174976,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,49,United-States,<=50K
75,Self-emp-not-inc,32797,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,40,United-States,>50K
44,Local-gov,395140,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,13,0,40,United-States,>50K
19,Self-emp-not-inc,46762,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,3811,0,40,United-States,<=50K
52,Local-gov,180526,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,72,0,40,United-States,>50K
49,Self-emp-inc,90084,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14939,1,61,United-States,>50K
36,Local-gov,393886,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,50,United-States,>50K
27,Private,178558,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,33,0,21,United-States,<=50K
27,Private,193606,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,40,United-States,<=50K
27,Private,302207,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
68,Self-emp-not-inc,198346,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,13,0,31,United-States,<=50K
37,Private,170274,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,2,0,40,United-States,>50K
22,Private,133491,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,15,0,40,Mexico,<=50K
38,Private,197192,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,61,0,50,?,>50K
30,Private,48099,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,3,1,50,United-States,<=50K
54,Self-emp-not-inc,116182,Masters,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,25,0,40,Taiwan,<=50K
56,Private,282713,Some-college,10,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,32,United-States,<=50K
61,Private,123733,Assoc-voc,11,Separated,Other-service,Wife,Black,Female,3131,1,36,United-States,<=50K
42,Private,217989,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,49,United-States,<=50K
36,Local-gov,115633,Some-college,13,Divorced,Exec-managerial,Not-in-family,Black,Male,15,0,49,United-States,<=50K
29,Private,201504,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,10,0,66,United-States,<=50K
52,?,189301,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,12,0,32,United-States,<=50K
30,Self-emp-not-inc,238349,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,7,1,34,United-States,<=50K
50,Self-emp-inc,116404,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,1,40,United-States,>50K
73,Self-emp-not-inc,88390,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,13,0,40,?,<=50K
54,Self-emp-not-inc,49957,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7696,0,50,Cambodia,>50K
26,Private,287549,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,19,United-States,<=50K
50,Self-emp-not-inc,225419,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,50,United-States,>50K
48,Private,159253,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,47,0,40,China,>50K
34,Local-gov,120344,10th,7,Widowed,Prof-specialty,Unmarried,White,Female,31,0,40,United-States,<=50K
22,Private,98512,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,7305,1,22,United-States,<=50K
38,Self-emp-not-inc,159828,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Female,17,0,49,United-States,<=50K
28,Private,188252,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,8,0,50,United-States,<=50K
31,Private,177797,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,27,0,40,United-States,<=50K
27,Private,60841,HS-grad,9,Never-married,Other-service,Own-child,White,Female,22,1,40,Taiwan,<=50K
18,Private,180189,HS-grad,9,Never-married,?,Own-child,White,Female,15,0,40,United-States,<=50K
21,?,110194,Some-college,10,Never-married,?,Not-in-family,White,Female,37,0,31,United-States,<=50K
64,?,98346,Some-college,10,Divorced,?,Unmarried,White,Female,3086,0,40,United-States,<=50K
34,Local-gov,190236,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,0,40,United-States,<=50K
45,Private,184255,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,27,0,50,United-States,<=50K
29,Private,230996,HS-grad,9,Married-AF-spouse,Sales,Not-in-family,White,Male,3827,0,16,United-States,>50K
23,?,190370,10th,7,Divorced,?,Not-in-family,White,Female,29,0,12,United-States,<=50K
66,Local-gov,160707,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0,40,United-States,<=50K
31,Private,156706,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,1,0,40,China,<=50K
32,Private,225084,Assoc-voc,13,Never-married,Prof-specialty,Not-in-family,White,Female,16,1,50,United-States,>50K
40,Private,189491,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
45,Private,177679,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,United-States,<=50K
36,Local-gov,76142,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,71080,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,24,0,40,United-States,<=50K
40,Private,133812,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,23,0,40,United-States,<=50K
19,Private,235605,HS-grad,9,Never-married,Sales,Own-child,White,Male,7,0,19,United-States,<=50K
24,?,142585,Some-college,10,Separated,?,Husband,White,Male,24,0,37,United-States,<=50K
52,Private,151810,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,27,0,51,United-States,<=50K
66,Self-emp-not-inc,301948,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,0,40,United-States,>50K
55,Private,180784,Assoc-voc,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,1,58,United-States,>50K
48,Private,97778,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,11,0,40,United-States,<=50K
37,Private,25875,Prof-school,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,2,51,United-States,>50K
56,Private,99668,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,36,United-States,<=50K
48,Self-emp-not-inc,98218,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,19,0,15,United-States,<=50K
46,Private,174441,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,16,0,40,Cuba,<=50K
75,Private,40276,HS-grad,4,Married-civ-spouse,Sales,Husband,White,Male,0,1,50,Trinadad&Tobago,<=50K
45,Self-emp-not-inc,328098,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,9,0,40,United-States,<=50K
22,Private,117839,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Without-pay,31903,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,14,1,34,United-States,<=50K
56,?,66475,HS-grad,9,Married-AF-spouse,?,Husband,White,Male,0,0,34,United-States,<=50K
53,Local-gov,113740,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15470,0,50,United-States,>50K
45,Federal-gov,189858,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,24,1,40,United-States,>50K
58,Private,269235,Assoc-acdm,12,Separated,Priv-house-serv,Not-in-family,Black,Male,24,0,40,Cambodia,<=50K
22,?,154517,11th,7,Never-married,?,Own-child,White,Female,30,0,12,United-States,<=50K
20,Self-emp-not-inc,114355,Prof-school,7,Never-married,Other-service,Other-relative,Other,Male,16,1,50,Nicaragua,>50K
23,?,191795,11th,9,Never-married,Priv-house-serv,Own-child,White,Female,37,0,17,United-States,<=50K
37,Private,145018,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,121676,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,0,40,United-States,<=50K
23,Private,170683,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,4,0,40,United-States,<=50K
55,Private,125669,10th,6,Widowed,Other-service,Other-relative,White,Female,28,0,32,United-States,<=50K
45,Private,32770,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8062,1,50,United-States,>50K
28,Private,197554,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,Canada,<=50K
18,?,189973,HS-grad,9,Married-AF-spouse,?,Other-relative,White,Female,3,0,35,Mexico,<=50K
18,Private,188232,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,18,0,34,United-States,<=50K
21,Private,184640,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,40,El-Salvador,<=50K
35,Private,170199,Assoc-voc,11,Separated,Farming-fishing,Not-in-family,White,Male,18,1,51,United-States,<=50K
35,Self-emp-not-inc,38029,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,23,0,44,United-States,>50K
54,Private,19335,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,18,0,40,United-States,<=50K
50,Private,370499,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,11,0,33,United-States,<=50K
41,Private,82320,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,21,0,40,Trinadad&Tobago,<=50K
69,Self-emp-not-inc,504912,7th-8th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,0,40,United-States,<=50K
63,Private,172088,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,33,0,40,United-States,<=50K
34,Private,104425,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,12,0,49,United-States,>50K
61,Private,167175,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7,0,40,United-States,<=50K
74,Private,183823,HS-grad,10,Divorced,Transport-moving,Not-in-family,White,Female,3,0,49,United-States,<=50K
29,Private,104829,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,40,Taiwan,<=50K
40,Private,103119,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,3,0,40,United-States,<=50K
49,Self-emp-inc,419804,5th-6th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,18,0,40,United-States,<=50K
52,?,163845,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,22,0,40,United-States,<=50K
40,Private,300582,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,50,United-States,>50K
31,Self-emp-inc,305781,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,?,<=50K
45,Private,218920,HS-grad,9,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,3536,0,40,United-States,<=50K
22,Private,151699,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,21,0,35,United-States,<=50K
68,Federal-gov,110030,Assoc-acdm,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,0,50,United-States,>50K
23,Private,215881,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,19,0,40,United-States,<=50K
20,Private,242546,10th,7,Never-married,Tech-support,Own-child,Black,Female,0,1,32,United-States,<=50K
50,Private,128973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,26,0,40,United-States,<=50K
22,Private,120092,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1,40,United-States,<=50K
50,Private,68568,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0,40,Mexico,<=50K
31,Private,342428,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
24,Private,257901,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1,40,Vietnam,<=50K
73,Private,143943,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,7,0,31,United-States,<=50K
75,Local-gov,106736,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4423,0,58,United-States,>50K
49,Local-gov,383524,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7809,1,40,United-States,>50K
45,Local-gov,169879,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,13,0,40,United-States,<=50K
62,Private,38315,5th-6th,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,40,United-States,>50K
19,?,234019,11th,7,Divorced,?,Unmarried,White,Female,4,1,11,United-States,<=50K
29,Private,29030,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,45,0,50,United-States,<=50K
32,Private,239181,5th-6th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
50,Local-gov,112056,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7590,0,40,India,>50K
37,Private,33835,Some-college,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,3978,0,40,United-States,<=50K
26,Private,130935,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,21,0,30,United-States,<=50K
65,?,110311,11th,7,Divorced,Tech-support,Unmarried,White,Female,33,0,40,United-States,<=50K
30,Local-gov,159115,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,40,United-States,<=50K
37,Self-emp-inc,363023,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8065,0,49,United-States,>50K
28,Private,219526,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,4,0,40,?,<=50K
28,?,212733,Some-college,10,Never-married,?,Not-in-family,White,Female,37,0,11,United-States,<=50K
47,Private,242093,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,10,1,40,Canada,<=50K
37,State-gov,34523,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,21,0,40,United-States,<=50K
52,Local-gov,401910,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15510,0,40,United-States,>50K
47,Self-emp-not-inc,202522,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,1,40,Taiwan,<=50K
46,Private,119192,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,20,0,30,United-States,<=50K
48,Private,150571,Assoc-acdm,14,Divorced,Adm-clerical,Not-in-family,White,Female,33,0,49,Hong,<=50K
51,Private,164384,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,3,0,27,El-Salvador,<=50K
42,Private,192331,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,29,0,33,United-States,<=50K
22,Private,185756,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,19,0,35,United-States,<=50K
33,Private,123882,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,9,0,32,Taiwan,<=50K
21,Self-emp-not-inc,40886,1st-4th,7,Never-married,Other-service,Other-relative,Other,Male,24,0,40,United-States,<=50K
49,Private,155068,9th,12,Separated,Priv-house-serv,Unmarried,White,Female,11,1,34,United-States,<=50K
27,Private,166882,9th,4,Never-married,Sales,Unmarried,White,Female,27,0,36,United-States,<=50K
35,Private,384199,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,51,United-States,>50K
62,Private,189335,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Male,7867,0,40,United-States,<=50K
20,Private,182978,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,18,0,33,United-States,<=50K
29,Private,137018,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
61,Private,301576,7th-8th,4,Separated,Priv-house-serv,Unmarried,Black,Female,24,0,36,Guatemala,<=50K
22,Self-emp-inc,99167,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,16,0,38,?,>50K
40,Private,184254,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,27,0,40,Germany,<=50K
32,Local-gov,141675,10th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37,Trinadad&Tobago,<=50K
27,Self-emp-inc,33779,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,?,<=50K
27,Private,52890,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,27,0,49,United-States,<=50K
55,Self-emp-not-inc,131491,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,14772,0,50,United-States,<=50K
21,?,35119,11th,7,Never-married,?,Own-child,White,Female,14,0,34,United-States,<=50K
30,Private,169042,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,28,0,40,?,<=50K
74,?,152376,9th,10,Married-civ-spouse,?,Husband,White,Male,0,0,33,United-States,<=50K
43,Private,184597,HS-grad,9,Separated,Sales,Unmarried,White,Female,38,0,37,United-States,<=50K
31,Private,315052,9th,4,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,18,0,30,Taiwan,<=50K
28,Private,141170,10th,6,Never-married,Transport-moving,Not-in-family,White,Female,30,0,40,United-States,<=50K
55,Self-emp-not-inc,31466,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,13,0,50,United-States,<=50K
25,Private,183374,HS-grad,9,Never-married,Farming-fishing,Other-relative,Black,Female,0,0,40,Mexico,<=50K
35,Private,32781,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Local-gov,70895,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,60,United-States,>50K
26,Private,38489,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,30,0,40,United-States,<=50K
55,Federal-gov,190590,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,5,1,38,United-States,>50K
28,Federal-gov,184278,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,28,0,40,United-States,<=50K
19,Never-worked,166007,11th,7,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Self-emp-inc,35852,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,1,0,40,United-States,<=50K
48,Local-gov,90385,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7707,1,49,United-States,>50K
54,Private,229252,5th-6th,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,22,0,40,China,<=50K
27,Private,96914,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,25,0,40,Philippines,<=50K
46,Private,93768,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,24,0,40,United-States,<=50K
34,Private,189774,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,Male,23,0,40,China,<=50K
62,Local-gov,115542,11th,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,23,1,40,United-States,<=50K
44,Private,169049,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Male,3309,0,40,United-States,>50K
66,Federal-gov,212989,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,16,0,40,United-States,>50K
51,Self-emp-not-inc,95664,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,36,0,40,Germany,>50K
36,Private,208355,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,32,United-States,<=50K
37,Private,362885,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7755,0,45,United-States,>50K
59,Private,111914,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,39,1,36,United-States,<=50K
26,Private,148902,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Local-gov,383762,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,2280,45,United-States,>50K
47,Self-emp-not-inc,70249,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,0,40,United-States,>50K
83,Local-gov,120252,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,2,0,50,United-States,<=50K
45,Private,183155,9th,4,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,1,40,Taiwan,<=50K
49,Local-gov,223175,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7749,1,59,United-States,>50K
63,Self-emp-not-inc,143836,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,24,0,50,United-States,<=50K
74,?,217485,HS-grad,9,Divorced,?,Not-in-family,White,Female,23,0,35,United-States,<=50K
29,Private,106031,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,3518,0,20,United-States,<=50K
30,Private,140178,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,50,United-States,<=50K
48,Private,82127,HS-grad,9,Widowed,Handlers-cleaners,Own-child,Other,Male,62,0,40,Trinadad&Tobago,<=50K
35,Self-emp-not-inc,275226,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,1,40,United-States,<=50K
35,Local-gov,379115,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,France,>50K
26,Private,105948,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,32,0,40,United-States,<=50K
33,Private,126279,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,0,40,United-States,<=50K
43,Private,134994,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,15,0,33,United-States,<=50K
23,Private,170387,9th,4,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,10,Taiwan,<=50K
73,Self-emp-not-inc,106926,1st-4th,4,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,1,0,33,China,<=50K
44,Local-gov,254570,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,50,United-States,<=50K
35,Local-gov,172909,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,40,United-States,<=50K
21,Private,85889,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,17,1,16,United-States,<=50K
45,Self-emp-inc,185409,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,0,50,United-States,<=50K
32,Local-gov,94778,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,0,50,United-States,>50K
19,Self-emp-not-inc,288434,7th-8th,5,Never-married,Farming-fishing,Not-in-family,White,Male,5,1,49,United-States,<=50K
22,?,120984,Some-college,10,Never-married,?,Not-in-family,White,Male,33,0,40,United-States,<=50K
53,Private,181916,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,22,0,36,United-States,<=50K
27,Self-emp-inc,53764,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,18,0,40,United-States,<=50K
63,Private,213488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,49,United-States,<=50K
64,Private,41418,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,27,0,45,United-States,<=50K
25,Private,154820,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,10,0,32,?,<=50K
52,Self-emp-not-inc,303147,7th-8th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,7,0,40,United-States,<=50K
46,Private,62578,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,36,1,50,Greece,<=50K
35,Private,131408,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,3338,0,32,United-States,<=50K
59,Local-gov,88722,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,30,0,40,United-States,>50K
59,Private,465905,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,18,0,40,United-States,<=50K
56,Private,147237,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,21,1,40,United-States,<=50K
35,Self-emp-not-inc,270497,Prof-school,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,17,0,40,United-States,<=50K
21,Private,45922,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,12,0,33,United-States,<=50K
27,Private,204887,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,19,0,40,United-States,<=50K
41,Private,97207,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,2100,40,Greece,<=50K
29,Self-emp-not-inc,163735,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,32,United-States,<=50K
